Country,Resource,Quantity,Unit,Sector,Urgency,Time to ship from Canada to Country (days),Date Resource is Required by (yyyy-mm-dd)
Slovakia,Primary non-metallic minerals products,229781000000.0,gram,Minerals and mining,0.25,9,2023-05-16
Turks and Caicos Islands (the),Primary non-metallic minerals products,227149000000.0,gram,Minerals and mining,0.06,2,2023-05-15
Maldives,Primary non-metallic minerals products,102320000000.0,gram,Minerals and mining,0.11,5,2023-05-29
Uzbekistan,Primary non-metallic minerals products,88849000000.0,gram,Minerals and mining,0.12,4,2023-05-06
Holy See (the),Primary non-metallic minerals products,15201243354.25,ounce,Minerals and mining,0.07,9,2023-05-17
Dominica,Primary non-metallic minerals products,15057854698.92,ounce,Minerals and mining,0.14,4,2023-05-17
Anguilla,Primary non-metallic minerals products,14571109297.98,ounce,Minerals and mining,0.27,2,2023-05-11
Comoros (the),Primary non-metallic minerals products,14251491928.76,ounce,Minerals and mining,0.09,6,2023-05-25
Italy,Primary non-metallic minerals products,8204723549.47,ounce,Minerals and mining,0.05,6,2023-05-16
Iceland,Primary non-metallic minerals products,7940768492.2,ounce,Minerals and mining,0.12,6,2023-05-22
Slovenia,Primary non-metallic minerals products,4663288317.66,ounce,Minerals and mining,0.04,4,2023-05-26
Mongolia,Primary non-metallic minerals products,2155309623.04,ounce,Minerals and mining,0.07,0,2023-05-16
Azerbaijan,Primary non-metallic minerals products,1285191371.27,pound,Minerals and mining,0.11,1,2023-05-05
Czechia,Primary non-metallic minerals products,1204727054.82,pound,Minerals and mining,0.14,4,2023-05-08
Albania,Primary non-metallic minerals products,1167662939.3,pound,Minerals and mining,0.11,8,2023-05-29
Macao,Primary non-metallic minerals products,1130631893.12,pound,Minerals and mining,0.02,11,2023-05-26
Thailand,Primary non-metallic minerals products,1021174584.57,pound,Minerals and mining,0.23,12,2023-05-24
Kuwait,Primary non-metallic minerals products,956640871.19,pound,Minerals and mining,0.11,2,2023-05-23
Equatorial Guinea,Primary non-metallic minerals products,581634563.21,pound,Minerals and mining,0.18,4,2023-05-04
Saint Pierre and Miquelon,Primary non-metallic minerals products,541370000.0,kilogram,Minerals and mining,0.04,4,2023-05-11
Bulgaria,Primary non-metallic minerals products,496112842.46,pound,Minerals and mining,0.05,1,2023-05-18
Chile,Primary non-metallic minerals products,385776000.0,kilogram,Minerals and mining,0.04,2,2023-05-09
Nigeria,Primary non-metallic minerals products,377668000.0,kilogram,Minerals and mining,0.21,1,2023-05-05
Réunion,Primary non-metallic minerals products,362755220.07,pound,Minerals and mining,0.02,3,2023-05-12
Guinea-Bissau,Primary non-metallic minerals products,353006378.83,pound,Minerals and mining,0.03,1,2023-05-08
Gambia (the),Primary non-metallic minerals products,324392000.0,kilogram,Minerals and mining,0.11,0,2023-05-20
Eswatini,Primary non-metallic minerals products,265765000.0,kilogram,Minerals and mining,0.08,4,2023-05-26
United States of America (the),Primary non-metallic minerals products,148045000.0,kilogram,Minerals and mining,0.03,10,2023-05-21
Jamaica,Primary non-metallic minerals products,80230626.45,pound,Minerals and mining,0.0199999999999999,2,2023-05-06
Nepal,Primary non-metallic minerals products,76838000.0,kilogram,Minerals and mining,0.22,11,2023-05-25
Indonesia,Primary non-metallic minerals products,697050.97,ton,Minerals and mining,0.01,2,2023-05-10
Kiribati,Primary non-metallic minerals products,668884.71,ton,Minerals and mining,0.06,9,2023-05-21
American Samoa,Primary non-metallic minerals products,650669.01,ton,Minerals and mining,0.01,12,2023-05-16
Virgin Islands (British),Primary non-metallic minerals products,584566.71,ton,Minerals and mining,0.13,10,2023-05-17
Georgia,Primary non-metallic minerals products,584316.49,ton,Minerals and mining,0.1,0,2023-05-09
China,Primary non-metallic minerals products,498171.0,metric_ton,Minerals and mining,0.1,1,2023-05-04
Cuba,Primary non-metallic minerals products,450892.73,ton,Minerals and mining,0.01,13,2023-05-22
Serbia,Primary non-metallic minerals products,444028.63,ton,Minerals and mining,0.11,0,2023-05-21
Somalia,Primary non-metallic minerals products,417655.83,ton,Minerals and mining,0.14,5,2023-05-27
Ecuador,Primary non-metallic minerals products,374565.38,ton,Minerals and mining,0.01,1,2023-05-02
Senegal,Primary non-metallic minerals products,330858.0,metric_ton,Minerals and mining,0.04,2,2023-05-24
Taiwan (Province of China),Primary non-metallic minerals products,311107.53,ton,Minerals and mining,0.08,12,2023-05-21
Belarus,Primary non-metallic minerals products,308729.84,ton,Minerals and mining,0.14,2,2023-05-13
South Sudan,Primary non-metallic minerals products,302206.0,metric_ton,Minerals and mining,0.02,6,2023-05-20
Curaçao,Primary non-metallic minerals products,298452.99,ton,Minerals and mining,0.01,1,2023-05-03
Palau,Primary non-metallic minerals products,289227.0,metric_ton,Minerals and mining,0.2,6,2023-05-28
Latvia,Primary non-metallic minerals products,220359.0,metric_ton,Minerals and mining,0.03,13,2023-05-16
United States Minor Outlying Islands (the),Primary non-metallic minerals products,195460.0,metric_ton,Minerals and mining,0.02,2,2023-05-05
Montserrat,Primary non-metallic minerals products,168290.97,ton,Minerals and mining,0.14,1,2023-05-20
Seychelles,Primary non-metallic minerals products,105222.0,metric_ton,Minerals and mining,0.14,4,2023-05-14
Iraq,Primary non-metallic minerals products,103410.03,ton,Minerals and mining,0.07,5,2023-05-22
Viet Nam,Primary non-metallic minerals products,88339.23,ton,Minerals and mining,0.12,6,2023-05-22
Guam,Primary non-metallic minerals products,70546.82,ton,Minerals and mining,0.1,4,2023-05-12
Latvia,Primary metallic minerals products,612632000000.0,gram,Minerals and mining,0.14,4,2023-05-09
Armenia,Primary metallic minerals products,555123000000.0,gram,Minerals and mining,0.41,12,2023-05-16
Turkey,Primary metallic minerals products,529657000000.0,gram,Minerals and mining,0.22,1,2023-05-14
Faroe Islands (the),Primary metallic minerals products,526471000000.0,gram,Minerals and mining,0.08,12,2023-05-20
Austria,Primary metallic minerals products,404141000000.0,gram,Minerals and mining,0.1,1,2023-05-26
Bulgaria,Primary metallic minerals products,359760000000.0,gram,Minerals and mining,0.08,4,2023-05-04
Singapore,Primary metallic minerals products,310903000000.0,gram,Minerals and mining,0.12,4,2023-05-17
Chad,Primary metallic minerals products,159020000000.0,gram,Minerals and mining,0.36,4,2023-05-04
Saint Vincent and the Grenadines,Primary metallic minerals products,127778000000.0,gram,Minerals and mining,0.1,4,2023-05-14
Sudan (the),Primary metallic minerals products,25688156967.9,ounce,Minerals and mining,0.01,0,2023-05-07
Mexico,Primary metallic minerals products,25515244006.42,ounce,Minerals and mining,0.03,1,2023-05-06
Nepal,Primary metallic minerals products,18408387248.67,ounce,Minerals and mining,0.0499999999999999,4,2023-05-12
Palau,Primary metallic minerals products,12198582617.25,ounce,Minerals and mining,0.04,1,2023-05-29
Hungary,Primary metallic minerals products,10827095702.69,ounce,Minerals and mining,0.08,0,2023-05-15
Jamaica,Primary metallic minerals products,5766481477.63,ounce,Minerals and mining,0.09,9,2023-05-26
Tajikistan,Primary metallic minerals products,2604805720.17,ounce,Minerals and mining,0.04,11,2023-05-19
Kiribati,Primary metallic minerals products,1404009507.48,ounce,Minerals and mining,0.09,12,2023-05-21
Sint Maarten (Dutch part),Primary metallic minerals products,1281606654.89,pound,Minerals and mining,0.09,3,2023-05-15
Uruguay,Primary metallic minerals products,962342025.29,pound,Minerals and mining,0.14,4,2023-05-27
Panama,Primary metallic minerals products,843019030.5,pound,Minerals and mining,0.09,1,2023-05-04
Comoros (the),Primary metallic minerals products,543623000.0,kilogram,Minerals and mining,0.06,4,2023-05-08
Italy,Primary metallic minerals products,523730000.0,kilogram,Minerals and mining,0.09,0,2023-05-17
Monaco,Primary metallic minerals products,431400000.0,kilogram,Minerals and mining,0.19,0,2023-05-03
Norway,Primary metallic minerals products,272357000.0,kilogram,Minerals and mining,0.05,13,2023-05-19
Liberia,Primary metallic minerals products,250763000.0,kilogram,Minerals and mining,0.14,6,2023-05-19
Chile,Primary metallic minerals products,237603203.07,pound,Minerals and mining,0.05,1,2023-05-07
Senegal,Primary metallic minerals products,228886000.0,kilogram,Minerals and mining,0.11,3,2023-05-03
New Zealand,Primary metallic minerals products,191090074.99,pound,Minerals and mining,0.0499999999999999,7,2023-05-18
Dominica,Primary metallic minerals products,185143000.0,kilogram,Minerals and mining,0.04,0,2023-05-07
Nigeria,Primary metallic minerals products,160172000.0,kilogram,Minerals and mining,0.16,0,2023-05-28
Bolivia (Plurinational State of),Primary metallic minerals products,810293.61,ton,Minerals and mining,0.01,0,2023-05-14
Saint Martin (French part),Primary metallic minerals products,799215.38,ton,Minerals and mining,0.26,1,2023-05-29
Bonaire Sint Eustatius and Saba,Primary metallic minerals products,789646.0,metric_ton,Minerals and mining,0.05,1,2023-05-04
Bosnia and Herzegovina,Primary metallic minerals products,741696.0,metric_ton,Minerals and mining,0.13,4,2023-05-07
Canada,Primary metallic minerals products,686768.61,ton,Minerals and mining,0.14,5,2023-05-19
Albania,Primary metallic minerals products,635988.43,ton,Minerals and mining,0.11,2,2023-05-13
Romania,Primary metallic minerals products,604068.0,metric_ton,Minerals and mining,0.02,3,2023-05-15
Kuwait,Primary metallic minerals products,599378.47,ton,Minerals and mining,0.1,1,2023-05-14
Georgia,Primary metallic minerals products,597346.0,metric_ton,Minerals and mining,0.06,8,2023-05-28
Kenya,Primary metallic minerals products,532238.89,ton,Minerals and mining,0.07,0,2023-05-07
Guadeloupe,Primary metallic minerals products,516081.21,ton,Minerals and mining,0.03,4,2023-05-26
Northern Mariana Islands (the),Primary metallic minerals products,512827.19,ton,Minerals and mining,0.03,1,2023-05-10
Antigua and Barbuda,Primary metallic minerals products,470215.14,ton,Minerals and mining,0.08,4,2023-05-10
Sri Lanka,Primary metallic minerals products,447520.76,ton,Minerals and mining,0.11,3,2023-05-03
Ghana,Primary metallic minerals products,397590.0,metric_ton,Minerals and mining,0.09,9,2023-05-23
Moldova (the Republic of),Primary metallic minerals products,393979.29,ton,Minerals and mining,0.01,4,2023-05-06
Gibraltar,Primary metallic minerals products,388181.13,ton,Minerals and mining,0.08,3,2023-05-20
Marshall Islands (the),Primary metallic minerals products,357089.0,metric_ton,Minerals and mining,0.21,2,2023-05-28
Eswatini,Primary metallic minerals products,335592.0,metric_ton,Minerals and mining,0.08,5,2023-05-27
Guam,Primary metallic minerals products,269381.74,ton,Minerals and mining,0.05,2,2023-05-14
Colombia,Primary metallic minerals products,210904.12,ton,Minerals and mining,0.15,9,2023-05-20
Mali,Primary metallic minerals products,197127.43,ton,Minerals and mining,0.07,2,2023-05-06
Argentina,Primary metallic minerals products,195434.0,metric_ton,Minerals and mining,0.16,4,2023-05-13
Turks and Caicos Islands (the),Primary metallic minerals products,185844.18,ton,Minerals and mining,0.08,5,2023-05-26
Guatemala,Primary metallic minerals products,131206.0,metric_ton,Minerals and mining,0.06,2,2023-05-22
Rwanda,Primary metallic minerals products,127281.68,ton,Minerals and mining,0.04,4,2023-05-23
Netherlands (the),Primary metallic minerals products,127100.9,ton,Minerals and mining,0.09,1,2023-05-06
American Samoa,Primary metallic minerals products,100798.0,metric_ton,Minerals and mining,0.13,2,2023-05-10
Morocco,Primary metallic minerals products,77749.32,ton,Minerals and mining,0.01,3,2023-05-02
Guernsey,Primary metallic minerals products,56880.37,ton,Minerals and mining,0.16,0,2023-05-22
Burkina Faso,Primary metallic minerals products,45181.54,ton,Minerals and mining,0.13,7,2023-05-17
Taiwan (Province of China),Primary metallic minerals products,35525.29,ton,Minerals and mining,0.07,7,2023-05-21
Palestine State of,Primary metallic minerals products,8933.13,ton,Minerals and mining,0.05,3,2023-05-10
Maldives,Primary manufacturing,17005269600000.0,joule,Energy,0.1,2,2023-05-03
Cuba,Primary manufacturing,16170735600000.0,joule,Energy,0.0899999999999997,0,2023-05-11
Holy See (the),Primary manufacturing,15803006400000.0,joule,Energy,0.11,3,2023-05-12
South Sudan,Primary manufacturing,14926950000000.0,joule,Energy,0.03,2,2023-05-10
Ukraine,Primary manufacturing,13063363200000.0,joule,Energy,0.05,2,2023-05-06
Iceland,Primary manufacturing,12992630400000.0,joule,Energy,0.07,3,2023-05-03
Seychelles,Primary manufacturing,12982860000000.0,joule,Energy,0.13,4,2023-05-06
Bouvet Island,Primary manufacturing,11121944400000.0,joule,Energy,0.08,0,2023-05-17
Burkina Faso,Primary manufacturing,9719740800000.0,joule,Energy,0.08,1,2023-05-17
Viet Nam,Primary manufacturing,8678570400000.0,joule,Energy,0.12,13,2023-05-17
Senegal,Primary manufacturing,7501356000000.0,joule,Energy,0.11,1,2023-05-16
Turkmenistan,Primary manufacturing,6836284800000.0,joule,Energy,0.11,5,2023-05-27
Tajikistan,Primary manufacturing,6326348400000.0,joule,Energy,0.11,3,2023-05-11
Cambodia,Primary manufacturing,6116893200000.0,joule,Energy,0.06,2,2023-05-12
French Guiana,Primary manufacturing,6034388400000.0,joule,Energy,0.09,8,2023-05-20
Argentina,Primary manufacturing,5827309200000.0,joule,Energy,0.01,11,2023-05-25
Austria,Primary manufacturing,5375559600000.0,joule,Energy,0.2,5,2023-05-19
Namibia,Primary manufacturing,5156402400000.0,joule,Minerals and mining,0.02,7,2023-05-17
Mozambique,Primary manufacturing,4841103600000.0,joule,Energy,0.17,5,2023-05-24
Macao,Primary manufacturing,4693262400000.0,joule,Minerals and mining,0.03,2,2023-05-04
Central African Republic (the),Primary manufacturing,4687308000000.0,joule,Forestry,0.34,3,2023-05-03
Burundi,Primary manufacturing,4655624400000.0,joule,Forestry,0.26,7,2023-05-25
Bonaire Sint Eustatius and Saba,Primary manufacturing,4578350400000.0,joule,Minerals and mining,0.07,0,2023-05-05
Germany,Primary manufacturing,4571560800000.0,joule,Forestry,0.07,3,2023-05-19
South Georgia and the South Sandwich Islands,Primary manufacturing,4564645200000.0,joule,Minerals and mining,0.04,1,2023-05-12
Belize,Primary manufacturing,3939310800000.0,joule,Forestry,0.18,4,2023-05-16
Turkey,Primary manufacturing,3855427200000.0,joule,Minerals and mining,0.34,6,2023-05-24
Gabon,Primary manufacturing,3659619600000.0,joule,Minerals and mining,0.03,2,2023-05-07
Saint Pierre and Miquelon,Primary manufacturing,3538609200000.0,joule,Forestry,0.1,0,2023-05-14
Romania,Primary manufacturing,3505424400000.0,joule,Minerals and mining,0.03,1,2023-05-04
Romania,Primary manufacturing,3220369200000.0,joule,Forestry,0.05,0,2023-05-03
Iraq,Primary manufacturing,3212661600000.0,joule,Forestry,0.08,6,2023-05-22
Andorra,Primary manufacturing,3153279600000.0,joule,Minerals and mining,0.04,13,2023-05-17
Isle of Man,Primary manufacturing,3052670400000.0,joule,Forestry,0.01,2,2023-05-09
Bermuda,Primary manufacturing,2904948000000.0,joule,Minerals and mining,0.13,2,2023-05-07
Mozambique,Primary manufacturing,2811481200000.0,joule,Forestry,0.08,12,2023-05-29
Slovenia,Primary manufacturing,2750169600000.0,joule,Minerals and mining,0.08,2,2023-05-18
Finland,Primary manufacturing,2680405200000.0,joule,Forestry,0.02,4,2023-05-05
Italy,Primary manufacturing,2531167200000.0,joule,Minerals and mining,0.04,4,2023-05-13
Luxembourg,Primary manufacturing,2521645200000.0,joule,Energy,0.04,3,2023-05-08
Micronesia (Federated States of),Primary manufacturing,2478988800000.0,joule,Forestry,0.1,1,2023-05-05
United Kingdom of Great Britain and Northern Ireland (the),Primary manufacturing,2380388400000.0,joule,Energy,0.06,4,2023-05-04
Trinidad and Tobago,Primary manufacturing,2341357200000.0,joule,Energy,0.3,11,2023-05-20
Congo (the Democratic Republic of the),Primary manufacturing,2235430800000.0,joule,Forestry,0.06,4,2023-05-15
Sudan (the),Primary manufacturing,2148008400000.0,joule,Forestry,0.04,0,2023-05-02
Martinique,Primary manufacturing,2030256000000.0,joule,Minerals and mining,0.08,4,2023-05-14
Kiribati,Primary manufacturing,1999303200000.0,joule,Minerals and mining,0.03,1,2023-05-22
Saint Vincent and the Grenadines,Primary manufacturing,1946988000000.0,joule,Minerals and mining,0.03,0,2023-05-11
Cayman Islands (the),Primary manufacturing,1576778400000.0,joule,Minerals and mining,0.38,3,2023-05-06
Faroe Islands (the),Primary manufacturing,1297836000000.0,joule,Forestry,0.22,5,2023-05-22
Suriname,Primary manufacturing,1285851600000.0,joule,Forestry,0.06,1,2023-05-07
Oman,Primary manufacturing,1243692000000.0,joule,Minerals and mining,0.07,1,2023-05-16
Portugal,Primary manufacturing,1097154000000.0,joule,Forestry,0.48,0,2023-05-05
